TDP (W),Die Size (mm^2),Process Size (nm),Transistors (million),Freq (MHz),0,1,2,3,4,Type,Foundry
-0.3829452387373863,-1.0685989750191638,0.1962098241547035,-0.5828661766419129,0.6385690979942673,1.0,0.0,0.0,0.0,0.0,0,8
-0.5554485179488686,0.34343836183646687,-0.9474776587199223,1.489970257163977,1.5624690664984913,1.0,0.0,0.0,0.0,0.0,0,8
-0.6762008133969063,-0.5037840402769116,-1.0371786377689125,-0.060890691600583594,1.0081290853959568,0.0,0.0,1.0,0.0,0.0,0,1
0.22081623850280196,-0.049476375375534745,-0.7680757006219417,-0.016580378778739007,0.26900911059257776,0.0,0.0,1.0,0.0,0.0,0,1
0.9970809949544726,1.1538250073362202,-0.2522950710902478,-0.3010525870949813,2.0244190507506032,1.0,0.0,0.0,0.0,0.0,0,8
0.47957115732002553,-0.049476375375534745,-0.7680757006219417,-0.016580378778739007,0.8233490916951121,0.0,0.0,1.0,0.0,0.0,0,1
0.9970809949544726,1.4853468168588464,0.1962098241547035,-0.4375283505862626,0.8233490916951121,1.0,0.0,0.0,0.0,0.0,0,8
1.083332634560214,-0.29504808613303574,0.1962098241547035,-0.4703179820744276,1.3776890727976465,0.0,0.0,1.0,0.0,0.0,0,1
-0.6762008133969063,-0.5037840402769116,-1.0371786377689125,-0.060890691600583594,0.4537891042934225,0.0,0.0,1.0,0.0,0.0,0,1
0.3760691897931361,-0.09859071752703494,0.7568409432108927,-0.5686868765389226,0.6385690979942673,1.0,0.0,0.0,0.0,0.0,0,8
-0.08968966407786629,-1.0317632184055388,1.6538507337007953,-0.6205299425404808,0.44639790454538875,1.0,0.0,0.0,0.0,0.0,0,8
-0.5554485179488686,-0.049476375375534745,-0.7680757006219417,0.018867871478736666,0.6385690979942673,0.0,0.0,1.0,0.0,0.0,0,1
-1.0039570438987229,-1.093156146094914,-0.3644212949014856,-0.4375283505862626,-0.4701108642108014,1.0,0.0,0.0,0.0,0.0,0,8
-0.6762008133969063,-0.5037840402769116,-0.9474776587199223,0.027729934043105583,1.0081290853959568,0.0,0.0,1.0,0.0,0.0,0,1
0.47957115732002553,1.4853468168588464,0.1962098241547035,-0.4375283505862626,0.7309590948446897,1.0,0.0,0.0,0.0,0.0,0,8
-0.9522060601352781,-0.5651769679662868,-0.7680757006219417,-0.016580378778739007,-0.2853308705099566,0.0,0.0,1.0,0.0,0.0,0,1
-0.5554485179488686,0.34343836183646687,0.1962098241547035,1.489970257163977,0.7309590948446897,1.0,0.0,0.0,0.0,0.0,0,8
0.2898175501873949,-0.6756842378071622,0.7568409432108927,-0.5815368672572575,1.0635630835062104,0.0,0.0,1.0,0.0,0.0,0,1
0.22081623850280196,-0.049476375375534745,-0.7680757006219417,-0.016580378778739007,0.9157390885455345,0.0,0.0,1.0,0.0,0.0,0,1
0.7383260761372491,0.4293884606015922,0.7568409432108927,-0.5336817294096654,0.8233490916951121,1.0,0.0,0.0,0.0,0.0,0,8
-0.865954420529537,-0.5651769679662868,-0.7680757006219417,-0.016580378778739007,0.26900911059257776,0.0,0.0,1.0,0.0,0.0,0,1
-0.21044195952590394,-0.859863020875288,0.7568409432108927,-0.589955826693408,0.6385690979942673,1.0,0.0,0.0,0.0,0.0,0,8
-0.12419031992016276,-0.5406197968905367,2.7751129718131735,-0.6205299425404808,-0.377720867360379,1.0,0.0,0.0,0.0,0.0,0,8
1.083332634560214,1.2152179350255954,-0.2522950710902478,-0.31301637155687934,1.685347762309553,0.0,0.0,1.0,0.0,0.0,0,1
-0.0034380244721251073,-0.602012724579912,0.7568409432108927,-0.5903989298216265,0.6385690979942673,1.0,0.0,0.0,0.0,0.0,0,8
0.2898175501873949,-0.6756842378071622,0.7568409432108927,-0.5620403296156459,2.1168090476010257,0.0,0.0,1.0,0.0,0.0,0,1
1.083332634560214,0.5153385593667176,0.7568409432108927,-0.5620403296156459,1.3776890727976465,0.0,0.0,1.0,0.0,0.0,0,1
1.7733457514061433,0.6012886581318428,-0.9474776587199223,1.489970257163977,1.4700790696480688,1.0,0.0,0.0,0.0,0.0,0,0
0.8245777157429902,-0.6756842378071622,0.7568409432108927,-0.5815368672572575,1.747249060199336,0.0,0.0,1.0,0.0,0.0,0,1
-0.6417001575546099,-1.0317632184055388,1.6538507337007953,-0.6174282206429517,-0.22435347258867783,0.0,0.0,1.0,0.0,0.0,0,1
-0.3829452387373863,-0.5774555535041619,-0.2522950710902478,-0.5332386262814469,1.1005190822463793,1.0,0.0,0.0,0.0,0.0,0,8
1.7733457514061433,0.6012886581318428,-0.9474776587199223,1.489970257163977,0.4537891042934225,1.0,0.0,0.0,0.0,0.0,0,0
-1.090208683504464,-1.6948068374507914,-0.2522950710902478,-0.6160989112582963,0.08422911689173296,0.0,0.0,1.0,0.0,0.0,0,1
1.083332634560214,-0.049476375375534745,-0.7680757006219417,-0.016580378778739007,1.3776890727976465,0.0,0.0,1.0,0.0,0.0,0,1
3.498378543520967,2.283454876820725,-1.0371786377689125,1.578590882807666,0.7309590948446897,0.0,0.0,1.0,0.0,0.0,0,1
4.015888381155414,2.283454876820725,-0.7680757006219417,1.578590882807666,-0.25022267170679613,0.0,0.0,1.0,0.0,0.0,0,1
-0.03793868031442158,0.7854674411999686,-0.9474776587199223,-0.114949273243234,2.0244190507506032,0.0,0.0,1.0,0.0,0.0,0,1
-1.021207371819871,1.0064819808817196,-0.5438232529994661,-0.114949273243234,0.08422911689173296,0.0,0.0,1.0,0.0,0.0,0,1
0.47957115732002553,1.4853468168588464,0.1962098241547035,-0.4375283505862626,0.7309590948446897,1.0,0.0,0.0,0.0,0.0,0,8
-0.5554485179488686,-0.1845408162921603,-0.5438232529994661,-0.360428406276253,0.6385690979942673,0.0,0.0,1.0,0.0,0.0,0,1
0.7383260761372491,0.4293884606015922,0.7568409432108927,-0.5336817294096654,0.8233490916951121,1.0,0.0,0.0,0.0,0.0,0,8
-0.03793868031442158,0.7854674411999686,-0.5438232529994661,-0.114949273243234,0.8233490916951121,1.0,0.0,0.0,0.0,0.0,0,8
-0.7279517971603511,-0.4792268692011615,0.7568409432108927,-0.5864110016676605,0.26900911059257776,1.0,0.0,0.0,0.0,0.0,0,8
-0.503697534185424,-1.0317632184055388,2.7751129718131735,-0.6174282206429517,-0.5939134599903674,0.0,0.0,1.0,0.0,0.0,0,1
-0.03793868031442158,-0.7002414088829124,-0.2522950710902478,-0.27358019314543763,1.223397778057441,0.0,0.0,1.0,0.0,0.0,0,1
-0.9004550763718334,-0.5651769679662868,-0.7680757006219417,-0.060890691600583594,0.26900911059257776,0.0,0.0,1.0,0.0,0.0,0,1
0.7383260761372491,0.4293884606015922,0.7568409432108927,-0.5336817294096654,1.0081290853959568,1.0,0.0,0.0,0.0,0.0,0,8
-0.08968966407786629,-1.0317632184055388,-0.9474776587199223,-0.6205299425404808,2.0244190507506032,0.0,0.0,1.0,0.0,0.0,0,1
-0.03793868031442158,0.34343836183646687,-0.9474776587199223,1.489970257163977,1.5624690664984913,1.0,0.0,0.0,0.0,0.0,0,0
-0.5554485179488686,0.7854674411999686,-0.5438232529994661,-0.114949273243234,0.36139910744300013,1.0,0.0,0.0,0.0,0.0,0,8
0.514071813162322,0.895974711040844,1.6538507337007953,-0.5101972636140877,1.5624690664984913,0.0,0.0,1.0,0.0,0.0,0,1
0.30706787810854314,0.3557169473743419,0.7568409432108927,-0.589955826693408,0.6385690979942673,1.0,0.0,0.0,0.0,0.0,0,8
1.083332634560214,-0.2582123295194106,0.1962098241547035,-0.37903873766142776,1.0691064833172357,0.0,0.0,1.0,0.0,0.0,0,1
-0.5554485179488686,0.34343836183646687,-0.9474776587199223,1.489970257163977,1.8396390570497585,0.0,0.0,1.0,0.0,0.0,0,1
-0.03793868031442158,0.7854674411999686,-0.5438232529994661,-0.114949273243234,0.5461791011438449,1.0,0.0,0.0,0.0,0.0,0,8
4.015888381155414,2.283454876820725,-0.7680757006219417,1.578590882807666,-0.25022267170679613,0.0,0.0,1.0,0.0,0.0,0,1
